{   1,   0,   0,   0,   0,   0,   0,   0}
{   1,   2,   0,   0,   0,   0,   0,   0}
{   1,   4,   1,   0,   0,   0,   0,   0}
{   1,   6,   4,   0,   0,   0,   0,   0}
{   1,   8,  11,   2,   0,   0,   0,   0}
{   1,  10,  22,  10,   1,   0,   0,   0}
{   1,  12,  37,  30,   6,   0,   0,   0}
{   1,  14,  56,  70,  26,   2,   0,   0}
{   1,  16,  79, 138,  83,  16,   1,   0}

