{   1,   0,   0,   0,   0,   0}
{   1,   1,   0,   0,   0,   0}
{   1,   2,   0,   0,   0,   0}
{   1,   3,   0,   0,   0,   0}
{   1,   4,   0,   0,   0,   0}
{   1,   5,   2,   0,   0,   0}
{   1,   6,   5,   0,   0,   0}
{   1,   7,   9,   0,   0,   0}
{   1,   8,  14,   2,   0,   0}
{   1,   9,  20,   7,   0,   0}
{   1,  10,  27,  16,   0,   0}
{   1,  11,  35,  30,   2,   0}
{   1,  12,  44,  50,   9,   0}

